"airport","airport_name","countryCode","date","datetime","raw_metar","visibility","wind","precipitation","freezing","dangerous","VMC_IMC","latitude","longitude"
"RJBT","TAJIMA","JPN","20-01-22","""2020-01-22T09:00:00.000Z""","RJBT 220900Z 21009KT 9999 -SHRA FEW030 SCT040 BKN050 07/03 Q1024 20-01-22",0,0,3.3,0,0,0,35.51277777777778,134.78694444444443
"RJCN","NAKASHIBETSU","JPN","20-01-22","""2020-01-22T09:00:00.000Z""","RJCN 220900Z 29002KT 9999 FEW030 SCT/// M08/M11 Q1020 20-01-22",0,0,0,0,0,0,43.5775,144.95999999999998
"RJCW","WAKKANAI","JPN","20-01-22","""2020-01-22T09:00:00.000Z""","RJCW 220900Z 24011KT 9999 FEW015 SCT020 BKN030 01/M02 Q1016 20-01-22",0,0,0,0,0,0,45.404444444444444,141.80222222222224
"RJFG","TANEGASHIMA","JPN","20-01-22","""2020-01-22T09:00:00.000Z""","RJFG 220900Z 22003KT 110V280 9999 FEW030 BKN060 16/10 Q1023 20-01-22",0,0,0,0,0,0,30.605,130.99166666666665
"PKMJ","MARSHALL ISLANDS/INTL MAJURO ATOLL","MHL","20-01-22","""2020-01-22T09:55:00.000Z""","PKMJ 220955Z 05008KT 15SM FEW015 SCT050 BKN120 BKN300 29/25 A2986 RMK LAST 20-01-22",0,0,0,0,0,0,7.064972222222222,171.27203055555557
"PGWT","WEST TINIAN,TINIAN ISLAND","USA","20-01-22","""2020-01-22T09:50:00.000Z""","PGWT 220950Z 08015G20KT 6SM -RA SCT016 BKN060 24/22 A3001 RMK LAST 20-01-22",0,2,0,0,0,0,14.999202777777777,145.61935
"PGRO","ROTA/INTL,ROTA I.","USA","20-01-22","""2020-01-22T09:50:00.000Z""","PGRO 220950Z 04014G19KT 7SM SCT014 BKN100 25/21 A2999 RMK LAST 20-01-22",0,2,0,0,0,0,14.174352777777777,145.24112499999998
"ETAD","SPANGDAHLEM AB","DEU","20-01-22","""2020-01-22T09:56:00.000Z""","ETAD 220956Z AUTO 00000KT 9999 CLR 00/M04 A3054 RMK AO2 SLP356 T00031040 $ 20-01-22",0,0,0,0,0,0,49.97654166666667,6.698508333333334
"ETAR","RAMSTEIN AB","DEU","20-01-22","""2020-01-22T09:56:00.000Z""","ETAR 220956Z AUTO 00000KT 9999 CLR M01/M01 A3056 RMK AO2 SLP370 T10121013 FZRANO $ 20-01-22",0,0,0,2.5,0,0,49.43690833333333,7.600311111111111
"ETEB","ANSBACH AHP","DEU","20-01-22","""2020-01-22T09:56:00.000Z""","ETEB 220956Z 17004KT 2800 BR OVC003 M04/M04 A3053 RMK AO2A SLP388 T10381038 $ 20-01-22",0,0,0,7.5,0,1,49.308166666666665,10.638666666666666
"EGOW","WOODVALE","GBR","20-01-22","""2020-01-22T09:50:00.000Z""","EGOW 220950Z 33010KT 2500 BR OVC002 09/09 Q1039 RMK AMB 20-01-22",0,0,0,0,0,1,53.581575,-3.0555277777777774
"EGUN","MILDENHALL","GBR","20-01-22","""2020-01-22T09:56:00.000Z""","EGUN 220956Z 28002KT 1200 BR VV002 05/04 A3065 RMK SLPNO WND DATA ESTMD ALSTG ESTMD RVRNO $ 20-01-22",0,0,0,0,0,0,52.36193333333333,0.48640833333333333
"FEFT","BERBERATI","CAF","20-01-22","""2020-01-22T10:00:00.000Z""","FEFT 221000Z 02012KT CAVOK 29/01 Q1015 20-01-22",0,0,0,0,0,0,4.226,15.785416666666666
"RJBD","NANKI-SHIRAHAMA","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJBD 221000Z 09003KT 060V120 9999 VCSH FEW030 BKN045 11/05 Q1026 20-01-22",0,0,0,0,0,0,33.66222222222222,135.36444444444444
"RJKA","AMAMI","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJKA 221000Z 19011KT 9999 FEW030 BKN/// 19/14 Q1023 20-01-22",0,0,0,0,0,0,28.430833333333336,129.71249999999998
"RJNW","NOTO","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJNW 221000Z 26002KT 9999 FEW030 SCT110 BKN120 05/02 Q1024 20-01-22",0,0,0,0,0,0,37.29333333333333,136.9622222222222
"RJOW","IWAMI","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJOW 221000Z 15007KT 8000 -RA FEW030 SCT040 BKN045 09/08 Q1023 20-01-22",0,0,0,0,0,0,34.67638888888889,131.7902777777778
"RJOY","OSAKA/YAO","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJOY 221000Z 34002KT 9999 -RA FEW025 BKN060 10/02 Q1026 20-01-22",0,0,0,0,0,0,34.59666666666667,135.60055555555556
"RJSC","YAMAGATA","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJSC 221000Z 11004KT 9999 FEW060 SCT150 M00/M01 Q1026 20-01-22",0,0,0,2.5,0,0,38.411944444444444,140.3711111111111
"RJSI","HANAMAKI","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJSI 221000Z 00000KT 9999 FEW030 SCT040 BKN100 M01/M03 Q1026 20-01-22",0,0,0,2.5,0,0,39.42861111111111,141.13527777777776
"RJSR","ODATE-NOSHIRO","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RJSR 221000Z VRB02KT 9999 FEW030 SCT050 BKN090 01/M01 Q1024 20-01-22",0,0,0,2.5,0,0,40.19194444444444,140.37166666666667
"RORS","SHIMOJISHIMA","JPN","20-01-22","""2020-01-22T10:00:00.000Z""","RORS 221000Z 14012KT 9999 FEW022 BKN080 22/18 Q1020 20-01-22",0,0,0,0,0,0,24.826666666666668,125.14472222222223
"VQPR","PARO, INTL","BTN","20-01-22","""2020-01-22T10:00:00.000Z""","VQPR 221000Z 12016KT 9999 SKC 13/M07 Q1014 20-01-22",0,2,0,0,0,0,27.403463888888886,89.424875
"VTPO","SUKHOTHAI","THA","20-01-22","""2020-01-22T10:00:00.000Z""","VTPO 221000Z 15003KT 4000 HZ NSC 34/21 Q1010 NOSIG 20-01-22",0,0,0,0,0,0,17.23777777777778,99.81833333333333
"SBAU","ARACATUBA/ARACATUBA,SP","BRA","20-01-22","""2020-01-22T10:00:00.000Z""","SBAU 221000Z 17010KT CAVOK 24/18 Q1008 20-01-22",0,0,0,0,0,0,-21.144166666666667,-50.42638888888889
"EGVA","FAIRFORD","GBR","20-01-22","""2020-01-22T10:21:00.000Z""","EGVA 221021Z AUTO 01008KT 9999 OVC006 07/07 A3064 RMK AO2 CIG 003V006 SLP383 $ 20-01-22",0,0,0,0,0,0,51.68351944444444,-1.7899916666666666
"ETIC","GRAFENWOEHR AAF","DEU","20-01-22","""2020-01-22T10:31:00.000Z""","ETIC 221031Z AUTO 00000KT 9999 OVC004 M04/M04 A3052 RMK AO2 UPB18E31 SLP370 $ 20-01-22",0,0,0,2.5,0,0,49.69868611111111,11.940175
"FAEO","ERMELO","ZAF","20-01-22","""2020-01-22T10:47:00.000Z""","FAEO 221047Z AUTO 31008KT //// // ////// 24/17 Q1020 20-01-22",0,0,0,0,0,0,-26.4955556,29.9797222
"RJCB","OBIHIRO","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJCB 221100Z VRB01KT 9999 FEW040 BKN/// M09/M13 Q1019 20-01-22",0,0,0,0,0,0,42.733333333333334,143.21722222222223
"RJCH","HAKODATE","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJCH 221100Z 32005KT 290V350 9999 -SHRA FEW012 SCT020 BKN030 04/01 Q1021 20-01-22",0,0,3.3,0,0,0,41.769999999999996,140.82194444444445
"RJCK","KUSHIRO","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJCK 221100Z 22007KT 9999 FEW030 BKN/// M01/M06 Q1020 20-01-22",0,0,0,0,0,0,43.04083333333333,144.19305555555556
"RJCM","MEMANBETSU","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJCM 221100Z 18009KT 9999 FEW030 BKN/// M03/M08 Q1019 20-01-22",0,0,0,0,0,0,43.88055555555555,144.16416666666666
"RJCO","SAPPORO/OKADAMA","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJCO 221100Z 13007KT 9999 FEW015 SCT045 BKN090 00/M02 Q1020 20-01-22",0,0,0,2.5,0,0,43.1175,141.3813888888889
"RJDT","TSUSHIMA","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJDT 221100Z 11012KT 6000 -RA FEW005 SCT007 BKN009 12/08 Q1020 20-01-22",0,0,0,0,0,0,34.285,129.33055555555555
"RJEC","ASAHIKAWA (CIVIL)","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJEC 221100Z 18015KT 9999 -SHSN FEW008 SCT020 BKN070 M01/M04 Q1018 20-01-22",0,0,10,10,0,0,43.670833333333334,142.4475
"RJOC","IZUMO","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJOC 221100Z 09003KT 060V130 9999 FEW050 SCT080 BKN110 08/05 Q1024 20-01-22",0,0,0,0,0,0,35.41361111111111,132.89
"RJOK","KOCHI","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJOK 221100Z 35005KT 9999 -RA FEW010 BKN060 10/09 Q1025 20-01-22",0,0,0,0,0,0,33.54611111111111,133.66944444444442
"RJOO","OSAKA INTL","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJOO 221100Z 06003KT 020V090 9999 -RA FEW025 BKN050 09/04 Q1027 RMK 1CU025 6SC050 A3033 20-01-22",0,0,0,0,0,0,34.78444444444444,135.43916666666667
"RJSF","FUKUSHIMA","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","RJSF 221100Z 27003KT 220V280 9999 FEW012 BKN015 04/04 Q1024 20-01-22",0,0,0,0,0,0,37.2275,140.42805555555555
"ROIG","NEW ISHIGAKI","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","ROIG 221100Z 17008KT 9999 FEW020 BKN070 23/20 Q1020 20-01-22",0,0,0,0,0,0,24.39638888888889,124.245
"ROMY","MIYAKO","JPN","20-01-22","""2020-01-22T11:00:00.000Z""","ROMY 221100Z 14006KT 9999 FEW020 BKN080 21/18 Q1021 20-01-22",0,0,0,0,0,0,24.782777777777778,125.295
"VTBO","TRAT/KHAO SMING","THA","20-01-22","""2020-01-22T11:00:00.000Z""","VTBO 221100Z 22007KT 5000 BR FEW020 29/25 Q1012 20-01-22",0,0,0,0,0,0,12.275277777777779,102.32
"VTCP","PHRAE","THA","20-01-22","""2020-01-22T11:00:00.000Z""","VTCP 221100Z 20003KT 160V230 4000 HZ NSC 30/20 Q1011 NOSIG 20-01-22",0,0,0,0,0,0,18.13171388888889,100.16461666666667
"VTCN","NAN/NAN NAKHON","THA","20-01-22","""2020-01-22T11:00:00.000Z""","VTCN 221100Z 00000KT 9000 NSC 28/20 Q1011 NOSIG 20-01-22",0,0,0,0,0,0,18.80791388888889,100.78341944444445
"VTPH","PRACHUAP KHIRI KHAN/HUA HIN","THA","20-01-22","""2020-01-22T11:00:00.000Z""","VTPH 221100Z 15005KT 9000 FEW030 28/24 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,12.630319444444446,99.95344444444444
"VTSH","SONGKHLA","THA","20-01-22","""2020-01-22T11:00:00.000Z""","VTSH 221100Z 06010KT 9999 SCT020 29/24 Q1011 NOSIG 20-01-22",0,0,0,0,0,0,7.1857194444444445,100.60879444444444
"OICK","KHORAM ABAD","IRN","20-01-22","""2020-01-22T11:30:00.000Z""","OICK 221130Z 15006KT 4000 -SN FEW020 FEW025CB SCT030 OVC070 01/01 Q1013 20-01-22",0,0,6.7,7.5,1.3,0,33.43861111111111,48.28055555555555
"UACK","KOKSHETAU","KAZ","20-01-22","""2020-01-22T11:30:00.000Z""","UACK 221130Z 23008MPS 9999 DRSN SCT016 OVC080 M06/M07 Q1004 R20/890240 NOSIG RMK QFE730/0973 20-01-22",0,0,10,10,0,0,53.33027777777778,69.59555555555555
"UACP","PETROPAVLOSVK","KAZ","20-01-22","""2020-01-22T11:30:00.000Z""","UACP 221130Z 19008MPS 9999 DRSN OVC014 M04/M06 Q1001 R23/4/1048 NOSIG RMK QFE738/0985 20-01-22",0,0,10,10,0,0,54.77444444444444,69.185
"PAZK","EUREKA","USA","20-01-22","""2020-01-22T11:14:00.000Z""","PAZK 221114Z AUTO 22005KT 3SM -SN BR FEW021 OVC030 M15/M17 A2930 RMK AO2 P0000 FZRANO 20-01-22",0,0,6.7,10,0,0,65.1758333,-150.2205556
"LGKF","KEFALLINIA/ANNA POLLATOU","GRC","20-01-22","""2020-01-22T11:50:00.000Z""","LGKF 221150Z 25005KT 9999 FEW020 15/08 Q1030 20-01-22",0,0,0,0,0,0,38.12,20.500555555555554
"LGNX","NAXOS","GRC","20-01-22","""2020-01-22T11:50:00.000Z""","LGNX 221150Z 35012G22KT 9999 FEW025 12/02 Q1027 20-01-22",0,2,0,0,0,0,37.08111111111111,25.368055555555557
"LHBC","BEKESCSABA","HUN","20-01-22","""2020-01-22T11:45:00.000Z""","LHBC 221145Z 20005KT 8000 BKN016 M00/M01 Q1030 20-01-22",0,0,0,2.5,0,0,46.68333333333333,21.162499999999998
"FYKM","KATIMA MULILO","NAM","20-01-22","""2020-01-22T12:00:00.000Z""","FYKM 221200Z 02003KT 9999 FEW030 31/18 Q1013 20-01-22",0,0,0,0,0,0,-17.634166666666665,24.17666666666667
"OIHH","HAMADAN","IRN","20-01-22","""2020-01-22T12:00:00.000Z""","OIHH 221200Z 12010KT 2000 -SN FEW030CB SCT035 OVC070 00/M01 Q1012 20-01-22",0,0,6.7,7.5,1.3,0,34.86944444444445,48.550555555555555
"OIMS","SABZEVAR","IRN","20-01-22","""2020-01-22T12:00:00.000Z""","OIMS 221200Z 09008KT 9999 FEW035 05/M05 Q1024 20-01-22",0,0,0,0,0,0,36.16861111111111,57.59638888888889
"RJBE","KOBE","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJBE 221200Z 08005KT 9999 -RA FEW015 BKN025 BKN050 08/05 Q1026 20-01-22",0,0,0,0,0,0,34.632777777777775,135.2238888888889
"RJDC","YAMAGUCHI-UBE","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJDC 221200Z 09015KT 7000 -RA FEW003 SCT005 BKN006 10/10 Q1022 20-01-22",0,0,0,0,0,0,33.93,131.27861111111113
"RJFK","KAGOSHIMA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJFK 221200Z 11003KT 9999 FEW015 BKN030 BKN050 12/11 Q1023 RMK 1CU015 5CU030 7SC050 A3021 20-01-22",0,0,0,0,0,0,31.803333333333335,130.71944444444443
"RJFM","MIYAZAKI","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJFM 221200Z 25004KT 5000 -SHRA BR FEW008 BKN010 BKN015 11/10 Q1024 20-01-22",0,0,3.3,0,0,0,31.877222222222223,131.44861111111112
"RJFT","KUMAMOTO","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJFT 221200Z 07003KT 040V130 9999 FEW001 BKN030 11/10 Q1021 20-01-22",0,0,0,0,0,0,32.83722222222222,130.8552777777778
"RJNS","SHIZUOKA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJNS 221200Z 24008KT 9999 FEW020 SCT090 BKN150 09/03 Q1025 20-01-22",0,0,0,0,0,0,34.79611111111111,138.18944444444446
"RJNT","TOYAMA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJNT 221200Z VRB02KT 9999 -RA FEW040 BKN060 BKN070 07/02 Q1026 20-01-22",0,0,0,0,0,0,36.64833333333333,137.1875
"RJOB","OKAYAMA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJOB 221200Z VRB02KT 9999 -RA FEW025 SCT040 BKN060 05/03 Q1025 20-01-22",0,0,0,0,0,0,34.75694444444444,133.8552777777778
"RJOM","MATSUYAMA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJOM 221200Z VRB01KT 4500 -RA BR FEW006 SCT015 BKN045 09/08 Q1024 20-01-22",0,0,0,0,0,1,33.827222222222225,132.69972222222222
"RJOR","TOTTORI","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJOR 221200Z 14006KT 9999 FEW040 SCT060 BKN080 09/04 Q1025 20-01-22",0,0,0,0,0,0,35.53,134.165
"RJSA","AOMORI","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJSA 221200Z 20014KT 9999 FEW020 SCT080 BKN120 03/M02 Q1021 20-01-22",0,0,0,0,0,0,40.733333333333334,140.68861111111113
"RJSK","AKITA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJSK 221200Z 14003KT 090V170 9999 FEW040 SCT110 00/M01 Q1024 20-01-22",0,0,0,2.5,0,0,39.61555555555556,140.2186111111111
"RJSN","NIIGATA","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJSN 221200Z 17005KT 9999 FEW060 SCT120 BKN150 06/00 Q1025 20-01-22",0,0,0,0,0,0,37.95583333333334,139.11166666666665
"RJSS","SENDAI","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJSS 221200Z 36003KT 340V080 9999 FEW030 SCT120 BKN150 02/M02 Q1025 20-01-22",0,0,0,0,0,0,38.13972222222222,140.91694444444443
"RJSY","SHONAI","JPN","20-01-22","""2020-01-22T12:00:00.000Z""","RJSY 221200Z 13005KT CAVOK 01/M00 Q1025 20-01-22",0,0,0,2.5,0,0,38.81222222222222,139.78722222222223
"VEIM","IMPHAL","IND","20-01-22","""2020-01-22T12:00:00.000Z""","VEIM 221200Z 26008KT 4000 HZ FEW018 17/09 Q1016 NOSIG 20-01-22",0,0,0,0,0,0,24.764166666666668,93.89944444444446
"VEJS","JAMSHEDPUR","IND","20-01-22","""2020-01-22T12:00:00.000Z""","VEJS 221200Z 00000KT 2500 HZ NSC 25/18 Q1015 20-01-22",0,0,0,0,0,0,22.81455,86.16901111111112
"VTCH","MAE HONG SON","THA","20-01-22","""2020-01-22T12:00:00.000Z""","VTCH 221200Z 10006KT CAVOK 26/15 Q1012 20-01-22",0,0,0,0,0,0,19.301716666666668,97.97505555555556
"VTCL","LAMPANG","THA","20-01-22","""2020-01-22T12:00:00.000Z""","VTCL 221200Z VRB03KT 8000 NSC 26/20 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,18.272116666666665,99.50406111111111
"VTUL","LOEI","THA","20-01-22","""2020-01-22T12:00:00.000Z""","VTUL 221200Z VRB01KT 8000 FEW030 27/19 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,17.439133333333334,101.7220638888889
"WAPP","AMBON/PATTIMURA","IDN","20-01-22","""2020-01-22T12:00:00.000Z""","WAPP 221200Z 35008KT 9999 FEW020 26/22 Q1011 NOSIG 20-01-22",0,0,0,0,0,0,-3.7075,128.08944444444447
"WIHH","JAKARTA/HALIM PERDANAKUSUMA","IDN","20-01-22","""2020-01-22T12:00:00.000Z""","WIHH 221200Z 26003KT 6000 FEW018CB FEW019 29/26 Q1010 RMK CB TO SE 20-01-22",0,0,0,0,1.3,0,-6.2675,106.8863888888889
"NFTL","HA'APAI","TON","20-01-22","""2020-01-22T12:00:00.000Z""","NFTL 221200Z 00000KT 9999 FEW017 24/23 Q1009 20-01-22",0,0,0,0,0,0,-19.777055555555556,-174.34039166666668
"PPIZ","POINT LAY LRRS","USA","20-01-22","""2020-01-22T11:56:00.000Z""","PPIZ 221156Z AUTO 29007KT 10SM OVC017 M17/M19 A2966 RMK AO2 SLP046 60000 T11721194 11128 21172 51014 FZRANO 20-01-22",0,0,0,0,0,0,69.7328888888889,-163.00533333333334
"OICI","ILAM","IRN","20-01-22","""2020-01-22T12:30:00.000Z""","OICI 221230Z 15004KT 1200 SN FEW010 FEW025CB SCT030 OVC060 01/M00 Q1011 A2987 20-01-22",0,0,10,10,1.3,1,33.58555555555556,46.404444444444444
"RJFU","NAGASAKI","JPN","20-01-22","""2020-01-22T12:21:00.000Z""","RJFU 221221Z 14015KT 9000 FEW005 SCT008 BKN015 10/10 Q1020 RMK 1ST005 3ST008 5CU015 A3013 20-01-22",0,0,0,0,0,0,32.91694444444444,129.91361111111112
"ETIK","ILLESHEIM AHP","DEU","20-01-22","""2020-01-22T12:56:00.000Z""","ETIK 221256Z 20007KT 9999 OVC007 M02/M02 A3054 RMK AO2 SLP367 T10231023 20-01-22",0,0,0,2.5,0,0,49.4738889,10.3877778
"LTAL","KASTAMONU","TUR","20-01-22","""2020-01-22T12:50:00.000Z""","LTAL 221250Z 24008KT CAVOK 03/M03 Q1021 20-01-22",0,0,0,0,0,0,41.316944444444445,33.79611111111111
"LTAW","TOKAT","TUR","20-01-22","""2020-01-22T12:50:00.000Z""","LTAW 221250Z 31006KT 9999 BKN034 BKN090 03/M04 Q1026 20-01-22",0,0,0,0,0,0,40.31166666666666,36.37361111111111
"LTCP","ADIYAMAN","TUR","20-01-22","""2020-01-22T12:50:00.000Z""","LTCP 221250Z 03013KT CAVOK 09/M07 Q1018 20-01-22",0,0,0,0,0,0,37.73222222222223,38.469166666666666
"LTCK","MUS (MIL-CIV)","TUR","20-01-22","""2020-01-22T12:50:00.000Z""","LTCK 221250Z 35004KT CAVOK M05/M09 Q1019 20-01-22",0,0,0,0,0,0,38.74472222222222,41.66888888888889
"LTCU","BINGOL","TUR","20-01-22","""2020-01-22T12:50:00.000Z""","LTCU 221250Z 06012KT CAVOK 04/M08 Q1018 20-01-22",0,0,0,0,0,0,38.861111111111114,40.5925
"DTTR","EL BORMA","TUN","20-01-22","""2020-01-22T13:00:00.000Z""","DTTR 221300Z AUTO 12017KT NCD 21/02 Q1023 20-01-22",0,2,0,0,0,0,31.702777777777776,9.2575
"HDAM","AMBOULI","DJI","20-01-22","""2020-01-22T13:00:00.000Z""","HDAM 221300Z 07010KT 9999 FEW023 29/22 Q1012 20-01-22",0,0,0,0,0,0,11.547222222222222,43.159444444444446
"UAKD","ZHEZKAZGAN","KAZ","20-01-22","""2020-01-22T13:00:00.000Z""","UAKD 221300Z 21011MPS 1000 R22/P2000 SN BLSN OVC005 M05/M06 Q1016 R22/920050 NOSIG RMK QBB150 QFE729/0972 20-01-22",0,0,10,10,0,1,47.70916666666667,67.73833333333333
"UMOO","MAHILIOU","BLR","20-01-22","""2020-01-22T13:00:00.000Z""","UMOO 221300Z 30006G09MPS 9999 SCT006 BKN014CB 03/01 Q1003 R31/290162 NOSIG RMK QBB180 20-01-22",0,2,0,0,3.3,0,53.95527777777778,30.094166666666666
"RJOA","HIROSHIMA","JPN","20-01-22","""2020-01-22T13:00:00.000Z""","RJOA 221300Z 06006KT 3000 -RA BCFG BR FEW000 SCT015 BKN020 04/03 Q1024 20-01-22",0,0,0,0,0,0,34.43611111111111,132.91944444444442
"RJFY","KANOYA","JPN","20-01-22","""2020-01-22T12:49:00.000Z""","RJFY 221249Z 10004KT 070V130 9999 SCT006 BKN050 11/09 Q1023 RMK 4ST006 5SC050 A3022 20-01-22",0,0,0,0,0,0,31.368055555555557,130.83805555555557
"RJOT","TAKAMATSU","JPN","20-01-22","""2020-01-22T12:47:00.000Z""","RJOT 221247Z 06005KT 0500 R26/P2000N -RA FG FEW000 SCT002 BKN004 06/06 Q1025 RMK 1ST000 3ST002 5ST004 A3027 20-01-22",0,0,0,0,0,1,34.21416666666667,134.01555555555555
"VTSF","NAKHON SI THAMMARAT","THA","20-01-22","""2020-01-22T13:00:00.000Z""","VTSF 221300Z 00000KT 8000 FEW018 26/25 Q1013 NOSIG 20-01-22",0,0,0,0,0,0,8.539616666666667,99.944725
"VTSR","RANONG","THA","20-01-22","""2020-01-22T13:00:00.000Z""","VTSR 221300Z 08007KT 030V110 8000 SCT025 29/23 Q1013 NOSIG 20-01-22",0,0,0,0,0,0,9.777622222222224,98.58548333333333
"VTST","TRANG","THA","20-01-22","""2020-01-22T13:00:00.000Z""","VTST 221300Z 04006KT 9999 FEW020 28/23 Q1013 NOSIG 20-01-22",0,0,0,0,0,0,7.508616666666667,99.615775
"VTUW","NAKHON PHANOM","THA","20-01-22","""2020-01-22T13:00:00.000Z""","VTUW 221300Z 00000KT 7000 NSC 26/18 Q1013 NOSIG 20-01-22",0,0,0,0,0,0,17.38533888888889,104.6418888888889
"PAGM","GAMBELL","USA","20-01-22","""2020-01-22T12:56:00.000Z""","PAGM 221256Z AUTO 29015KT 10SM OVC014 M15/M17 A2968 RMK AO2 SLP056 T11501172 FZRANO 20-01-22",0,0,0,0,0,0,63.76661111111111,-171.73277777777778
"PAPO","POINT HOPE","USA","20-01-22","""2020-01-22T12:56:00.000Z""","PAPO 221256Z AUTO 30004KT 9SM -SN OVC013 M13/M15 A2967 RMK AO2 SNB15 SLP045 P0000 T11281150 FZRANO 20-01-22",0,0,6.7,7.5,0,0,68.34875,-166.79927777777777
"UMBB","BREST","BLR","20-01-22","""2020-01-22T13:30:00.000Z""","UMBB 221330Z 32010G15MPS 9999 OVC027CB 05/01 Q1016 R29/290050 NOSIG 20-01-22",0,2,0,0,4,0,52.108333333333334,23.89638888888889
"RJFO","OITA","JPN","20-01-22","""2020-01-22T13:24:00.000Z""","RJFO 221324Z VRB01KT 2500 -SHRA BR FEW005 SCT006 BKN008 10/10 Q1022 RMK 1ST005 3ST006 5ST008 A3018 20-01-22",0,0,3.3,0,0,1,33.47944444444445,131.73722222222221
"EEPU","PARNU","EST","20-01-22","""2020-01-22T13:50:00.000Z""","EEPU 221350Z 33011KT 300V360 9999 SCT035 02/M02 Q1010 20-01-22",0,0,0,0,0,0,58.41888888888889,24.472777777777775
"LGSK","SKIATHOS/ALEXANDROS PAPADIAMANDIS","GRC","20-01-22","""2020-01-22T13:50:00.000Z""","LGSK 221350Z 19004KT CAVOK 13/01 Q1028 20-01-22",0,0,0,0,0,0,39.177499999999995,23.503611111111113
"LTAS","ZONGULDAK/CAYCUMA","TUR","20-01-22","""2020-01-22T13:50:00.000Z""","LTAS 221350Z 35006KT 9999 FEW035 08/02 Q1026 20-01-22",0,0,0,0,0,0,41.50694444444444,32.08972222222222
"LTBO","USAK","TUR","20-01-22","""2020-01-22T13:50:00.000Z""","LTBO 221350Z 11010KT CAVOK 09/M16 Q1024 20-01-22",0,0,0,0,0,0,38.68138888888889,29.471666666666664
"LTCO","AGRI/AHMED-I HANI","TUR","20-01-22","""2020-01-22T13:50:00.000Z""","LTCO 221350Z 21001KT CAVOK M09/M13 Q1018 20-01-22",0,0,0,0,0,0,39.6475,43.02861111111111
"LTCR","MARDIN","TUR","20-01-22","""2020-01-22T13:50:00.000Z""","LTCR 221350Z 36008KT 310V040 CAVOK 10/M04 Q1015 20-01-22",0,0,0,0,0,0,37.23277777777778,40.64055555555556
"FAJB","JOHANNESBURG (CITY)","ZAF","20-01-22","""2020-01-22T14:00:00.000Z""","FAJB 221400Z AUTO 20009KT //// // ////// 28/09 Q1016 20-01-22",0,0,0,0,0,0,26.2666666666667,28.15
"FAWB","WONDERBOOM","ZAF","20-01-22","""2020-01-22T14:00:00.000Z""","FAWB 221400Z 30007KT CAVOK 41/27 Q1014 20-01-22",0,0,0,0,0,0,-25.65530833333333,28.22133611111111
"FDMS","MANZINI/MATSAPHA","SWZ","20-01-22","""2020-01-22T14:00:00.000Z""","FDMS 221400Z 03010KT 9999 BKN030 25/18 Q1011 NOSIG 20-01-22",0,0,0,0,0,0,-26.529999999999998,31.308333333333334
"FNMO","IBE/YURI GAGARIN","AGO","20-01-22","""2020-01-22T14:00:00.000Z""","FNMO 221400Z 27011KT 9999 SCT012 FEW014CB 28/21 Q1009 20-01-22",0,0,0,0,1.3,0,-15.259444444444444,12.148888888888889
"FWCL","BLANTYRE/CHILEKA","MWI","20-01-22","""2020-01-22T14:00:00.000Z""","FWCL 221400Z 19004KT 9999 FEW025 25/17 Q1012 NOSIG 20-01-22",0,0,0,0,0,0,-15.679722222222221,34.9675
